,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,RecordID
1,1,0.152936298,-0.105585903,0.200721915,0.317201062,0.260763853,0.100944641,-0.150062605,-0.171127632,0.124676436,0.188654146,-0.075621723,-0.156435925,0.082245115,0.135752042,-0.024016645,-0.108351107,-0.077622521,-0.009567802,0.057683975,0.118680135,0.014038446,Leptodactylidae,Adenomera,AdenomeraAndre,1
2,1,0.171534257,-0.098974737,0.268425221,0.338671863,0.2683531,0.060835087,-0.22247464,-0.207692671,0.170882874,0.27095828,-0.095003945,-0.254341468,0.022786235,0.163320101,0.012022281,-0.090974011,-0.056509522,-0.035303357,0.020139963,0.082262987,0.029055742,Leptodactylidae,Adenomera,AdenomeraAndre,1
3,1,0.152317085,-0.082972674,0.287127957,0.276014084,0.189866773,0.008713957,-0.242234231,-0.219153324,0.232538317,0.266064482,-0.072827187,-0.237383561,0.050790735,0.207338406,0.083535699,-0.05069143,-0.023590229,-0.066721549,-0.025083227,0.0991084,0.077162385,Leptodactylidae,Adenomera,AdenomeraAndre,1
4,1,0.224392446,0.118984664,0.329431729,0.37208801,0.361004568,0.01550104,-0.194347452,-0.098180668,0.270375425,0.267278909,-0.162258252,-0.317084231,-0.011567433,0.100412825,-0.050223731,-0.136009404,-0.177037009,-0.130498133,-0.054766396,-0.018691447,0.023954309,Leptodactylidae,Adenomera,AdenomeraAndre,1
5,1,0.087816909,-0.068344888,0.306966721,0.330922941,0.249143914,0.006883713,-0.265423362,-0.172699812,0.26643426,0.332695149,-0.100748544,-0.298523875,0.037438885,0.219152827,0.062837229,-0.048884618,-0.053073507,-0.088550403,-0.031345573,0.108609832,0.079244332,Leptodactylidae,Adenomera,AdenomeraAndre,1
6,1,0.099703744,-0.033407818,0.349895055,0.344535329,0.24756876,0.022406957,-0.213767158,-0.127915978,0.277352618,0.309861295,-0.134527916,-0.295122687,0.012486023,0.180641016,0.055241776,-0.080487462,-0.13008922,-0.171477611,-0.071569399,0.077642954,0.064902587,Leptodactylidae,Adenomera,AdenomeraAndre,1
7,1,0.021675639,-0.062075291,0.318229461,0.380439102,0.179042905,-0.041666568,-0.252299869,-0.167117028,0.220027217,0.260325777,-0.100379097,-0.236427973,0.027069996,0.216923038,0.0648532,-0.046620252,-0.055146118,-0.085971747,-0.009126821,0.065630358,0.04404049,Leptodactylidae,Adenomera,AdenomeraAndre,1
8,1,0.145130379,-0.033660215,0.284166085,0.279537342,0.175210684,0.005791473,-0.183329276,-0.158483128,0.192567049,0.26418423,-0.063748337,-0.250981276,-0.009015265,0.184266221,0.075654143,-0.055977841,-0.048218959,-0.056636621,-0.022418745,0.070084585,0.021419359,Leptodactylidae,Adenomera,AdenomeraAndre,1
9,1,0.271326131,0.027776987,0.375738311,0.385432287,0.272456994,0.098192032,-0.173729645,-0.157856956,0.207180656,0.269932194,-0.12289335,-0.282426716,-0.044984485,0.064425171,-0.032167011,-0.120722604,-0.112607448,-0.156933071,-0.118527113,-0.002471107,0.002304211,Leptodactylidae,Adenomera,AdenomeraAndre,1
10,1,0.120565353,-0.107235175,0.316555092,0.364436892,0.307757415,0.02599223,-0.29417902,-0.22323611,0.268434604,0.367812726,-0.091062389,-0.328432872,0.042678228,0.236484424,0.053436256,-0.051073475,-0.052567619,-0.111338101,-0.040013931,0.090204309,0.088025105,Leptodactylidae,Adenomera,AdenomeraAndre,1
11,1,0.148538905,-0.096909965,0.25752297,0.260880513,0.312603341,0.134134309,-0.216262303,-0.189333992,0.261959789,0.219708599,-0.151473158,-0.265781169,0.051362198,0.221783718,0.111883627,-0.034082142,-0.120715693,-0.100800066,-0.001991903,0.11146167,0.103637191,Leptodactylidae,Adenomera,AdenomeraAndre,1
12,1,0.277947672,0.091656805,0.331656334,0.307372143,0.257359159,0.065702274,-0.191860104,-0.133537484,0.22002031,0.197528469,-0.15683538,-0.281641925,-0.025145172,0.119869689,-0.018260384,-0.119166588,-0.110899643,-0.112485128,-0.053184061,0.04429094,-0.011456336,Leptodactylidae,Adenomera,AdenomeraAndre,1
13,1,0.106108626,-0.025789879,0.358874565,0.29754258,0.244335053,0.016446061,-0.288732535,-0.146730585,0.314207256,0.321417182,-0.133461175,-0.284289706,0.016204166,0.198508737,0.07851045,-0.062938906,-0.071182258,-0.066826561,-0.028048299,0.058352529,0.064368017,Leptodactylidae,Adenomera,AdenomeraAndre,1
14,1,0.12652344,-0.04048201,0.341128661,0.381445834,0.26115404,-0.017048715,-0.294064419,-0.222278363,0.282337768,0.318772331,-0.146821489,-0.318072318,0.039459039,0.202870392,0.029333371,-0.071543681,-0.060629724,-0.067229595,-0.038195716,0.07012653,0.048439665,Leptodactylidae,Adenomera,AdenomeraAndre,1
15,1,0.267687088,0.099326625,0.510453769,0.511467592,0.317788042,0.067991879,-0.202826489,-0.142235838,0.235510014,0.255940813,-0.160890811,-0.342099505,-0.02545568,0.099738344,-0.015500456,-0.138829752,-0.139922412,-0.126448252,-0.067570475,0.057888203,-0.011997751,Leptodactylidae,Adenomera,AdenomeraAndre,1
16,1,0.137623355,-0.085807643,0.322445979,0.344694891,0.285642404,0.056516891,-0.314417648,-0.252323774,0.288896832,0.386241881,-0.144620766,-0.333589027,0.041608326,0.236627494,0.071433174,-0.058693902,-0.072913276,-0.064263259,0.022455398,0.130752398,0.074132182,Leptodactylidae,Adenomera,AdenomeraAndre,1
17,1,0.263943557,0.090357801,0.368887825,0.356645111,0.252806309,0.06392147,-0.155007368,-0.137743495,0.200261723,0.261345118,-0.099377376,-0.253765908,-0.012427604,0.094166025,-0.013232468,-0.074168178,-0.08399548,-0.10441252,-0.071430745,0.028842476,0.019179996,Leptodactylidae,Adenomera,AdenomeraAndre,1
18,1,0.146299487,-0.075174311,0.291934729,0.367094436,0.268947322,0.054049201,-0.242951871,-0.232617291,0.235721821,0.349373644,-0.098743702,-0.308637544,-0.015117549,0.151180107,0.029546594,-0.051154027,-0.038580423,-0.022396477,-0.018890907,0.05147974,0.031870923,Leptodactylidae,Adenomera,AdenomeraAndre,1
19,1,0.179298066,-0.03830564,0.319635873,0.383029096,0.275313077,0.099083284,-0.207998127,-0.219214544,0.18284518,0.291384632,-0.163526886,-0.344414397,-0.03706361,0.132051635,-0.000640462,-0.110969043,-0.105833157,-0.11523698,-0.012819056,0.083193867,0.05210097,Leptodactylidae,Adenomera,AdenomeraAndre,1
20,1,0.273218226,-0.234703121,-0.079619568,0.159810983,0.416405595,0.368837643,0.016877699,-0.17128805,-0.115424485,-0.071542539,-0.008205765,0.117090785,0.150032916,-0.030006074,-0.231130487,-0.253102753,-0.154244287,-0.00260554,0.092999007,0.09172366,0.003594667,Leptodactylidae,Adenomera,AdenomeraAndre,1
21,1,0.196429268,0.009021144,0.317771781,0.293483558,0.1856842,0.044062979,-0.169936162,-0.121460507,0.23743695,0.275900268,-0.109105891,-0.277137894,0.007264993,0.163425614,0.047060364,-0.045409004,-0.06711826,-0.047625224,-0.005875203,0.053106583,0.030669311,Leptodactylidae,Adenomera,AdenomeraAndre,1
22,1,0.230998849,0.135656551,0.431966201,0.403422848,0.276570798,0.060464146,-0.192200351,-0.187347724,0.180486325,0.249140411,-0.160639418,-0.38007297,-0.092436804,0.111832961,-0.047992827,-0.163367222,-0.170738609,-0.169507736,-0.112445936,0.065072272,0.050253855,Leptodactylidae,Adenomera,AdenomeraAndre,1
23,1,0.14510882,-0.035845606,0.282706797,0.291043884,0.206861712,0.048626828,-0.172110616,-0.115698347,0.251256259,0.257976829,-0.126092117,-0.248957351,0.04950619,0.20531144,0.066122596,-0.044076911,-0.067218893,-0.058514036,-0.001358439,0.082057912,0.045491981,Leptodactylidae,Adenomera,AdenomeraAndre,1
24,1,0.235682335,0.029240699,0.349117362,0.355931624,0.290697253,0.081008344,-0.193792628,-0.15146227,0.212130078,0.252581529,-0.102615119,-0.264574955,0.008006835,0.150662829,-0.028505992,-0.158932213,-0.09856502,-0.078413351,-0.043410172,0.033478208,-0.006953336,Leptodactylidae,Adenomera,AdenomeraAndre,1
25,1,0.146944038,-0.009582889,0.352533551,0.313435088,0.197598772,0.015352423,-0.216492144,-0.133865273,0.278308788,0.287410263,-0.132485538,-0.23994707,0.060910118,0.187106882,0.030892667,-0.043595417,-0.052536106,-0.024106361,0.016081181,0.062505562,0.042284725,Leptodactylidae,Adenomera,AdenomeraAndre,1
26,1,0.233512195,0.067249395,0.352310201,0.316899017,0.220584296,0.044433188,-0.172653259,-0.127640691,0.190016721,0.22512625,-0.121853071,-0.281291499,-0.007141753,0.124032441,-0.039927116,-0.105466034,-0.070940806,-0.085853142,-0.025052976,0.055193876,0.003098107,Leptodactylidae,Adenomera,AdenomeraAndre,1
27,1,0.172672329,-0.037869508,0.301099588,0.303533224,0.203767215,0.017797937,-0.197259714,-0.12402052,0.256756622,0.27368801,-0.077823964,-0.238635549,0.017555686,0.174775974,0.033374106,-0.078277094,-0.023172401,0.002809307,0.009132714,0.063915804,0.047633842,Leptodactylidae,Adenomera,AdenomeraAndre,1
28,1,0.198494085,0.078717754,0.478230937,0.425219465,0.257916176,0.049410045,-0.146033748,-0.127461119,0.170725392,0.16639492,-0.197709051,-0.379524998,-0.100023471,0.083704698,-0.061132936,-0.172903697,-0.164822306,-0.152341196,-0.068850772,0.024412294,-0.009821406,Leptodactylidae,Adenomera,AdenomeraAndre,1
29,1,0.1659976,-0.004174566,0.289963158,0.295083941,0.224000787,0.085586122,-0.180607552,-0.169063961,0.221722193,0.254203317,-0.154851333,-0.261362666,0.041270452,0.166616672,0.009967413,-0.067536006,-0.084953408,-0.116397119,-0.008498507,0.101150689,0.02232221,Leptodactylidae,Adenomera,AdenomeraAndre,1
30,1,0.155224692,-0.063336981,0.231699237,0.284514431,0.219595531,0.038581411,-0.183926248,-0.108442291,0.245208087,0.239503569,-0.120093675,-0.256122556,0.008400678,0.161656863,0.025019873,-0.072937137,-0.018315631,-0.034314938,-0.029562658,0.05171477,0.023925098,Leptodactylidae,Adenomera,AdenomeraAndre,1
31,1,0.283707136,0.144388183,0.406153938,0.328533731,0.270898632,0.098429066,-0.184883549,-0.17151912,0.16813962,0.197778782,-0.1845356,-0.332562067,-0.073558861,0.075854153,-0.031042793,-0.156806655,-0.188412756,-0.165102145,-0.085766612,-0.006934163,-0.009701619,Leptodactylidae,Adenomera,AdenomeraAndre,1
32,1,0.150295806,-0.043017335,0.302373419,0.313452605,0.196160575,0.031925692,-0.203092874,-0.13943435,0.246115954,0.31799859,-0.119710175,-0.298216306,0.034684738,0.177710649,0.037491593,-0.041970008,-0.030280474,-0.050915326,-0.001237652,0.089442022,0.05265733,Leptodactylidae,Adenomera,AdenomeraAndre,1
33,1,0.157652435,-0.103163535,0.321553785,0.336319338,0.225719355,0.059193356,-0.187845028,-0.160016025,0.218772545,0.279066103,-0.121682009,-0.272651077,0.048416608,0.193383289,0.018865206,-0.096371489,-0.070235366,-0.084290677,-0.023177804,0.080436239,0.030252227,Leptodactylidae,Adenomera,AdenomeraAndre,1
34,1,0.127971379,-0.049449031,0.322822961,0.263813703,0.207646028,0.014762815,-0.258760325,-0.169465498,0.261596541,0.32140797,-0.116439768,-0.267580536,0.042261813,0.232268961,0.095726209,-0.035922169,-0.058158402,-0.031927538,-0.012666589,0.093369296,0.073608457,Leptodactylidae,Adenomera,AdenomeraAndre,1
35,1,0.232171495,0.08586006,0.375018951,0.347218111,0.220418939,-0.016289331,-0.215934932,-0.131878165,0.219243003,0.208598326,-0.140611079,-0.279807371,-0.029797298,0.125959868,-0.027385027,-0.103962763,-0.058822887,-0.077369641,-0.07044506,0.015037154,0.012612898,Leptodactylidae,Adenomera,AdenomeraAndre,1
36,1,0.097418624,0.007544889,0.386280896,0.367269306,0.278444805,0.086086321,-0.252613534,-0.196418373,0.297790699,0.258757576,-0.195435667,-0.261408383,0.013757038,0.129785011,0.036139679,-0.076382543,-0.101878236,-0.071763111,-0.016975389,0.043939309,0.044141296,Leptodactylidae,Adenomera,AdenomeraAndre,1
37,1,0.088716276,-0.054485782,0.300989536,0.316968425,0.216715193,0.032184331,-0.163508601,-0.114157141,0.218309403,0.269823943,-0.094662263,-0.222534691,0.043832898,0.138007932,0.03725659,-0.028718983,-0.015333142,-0.05332428,-0.0193269,0.060277239,0.036334649,Leptodactylidae,Adenomera,AdenomeraAndre,1
38,1,0.199334815,0.037650216,0.360736352,0.371902733,0.26493132,0.080747706,-0.153614959,-0.13870302,0.229808845,0.280665246,-0.156156243,-0.334227403,-0.03751096,0.111168866,-0.006915544,-0.111714189,-0.101289245,-0.106470993,-0.020109371,0.078338811,0.031255371,Leptodactylidae,Adenomera,AdenomeraAndre,1
39,1,0.133758924,0.068884034,0.333405763,0.368342903,0.217571795,-0.028812309,-0.271017904,-0.148593334,0.263540649,0.271855856,-0.146627643,-0.303452409,0.015560079,0.200903745,0.051908248,-0.058924436,-0.051830224,-0.052707164,0.038893449,0.119513693,0.029089317,Leptodactylidae,Adenomera,AdenomeraAndre,1
40,1,0.208230046,0.041967182,0.390908142,0.362461452,0.284769523,0.079843595,-0.178042256,-0.153269326,0.223138812,0.25557089,-0.118996087,-0.285489824,-0.040009016,0.100222482,-0.048049504,-0.122650188,-0.079647503,-0.108214055,-0.099974409,0.032462127,0.016675924,Leptodactylidae,Adenomera,AdenomeraAndre,1
41,1,0.123719499,-0.009258696,0.311522776,0.275681009,0.231304901,0.03886272,-0.270708021,-0.173861204,0.226366392,0.22954904,-0.119700249,-0.235976515,-0.004319005,0.145553162,0.057554505,-0.082221722,-0.068630244,-0.023470285,0.002472398,0.054734637,0.035993155,Leptodactylidae,Adenomera,AdenomeraAndre,1
42,1,0.353136063,0.074767024,0.637226795,0.712662341,0.385779921,0.078220235,-0.153057927,-0.085435494,0.39855542,0.348814402,-0.263219622,-0.44380367,0.021494511,0.075636834,-0.182579407,-0.245248262,-0.119058801,-0.151542628,-0.105370045,-0.013943812,-0.122336749,Leptodactylidae,Adenomera,AdenomeraAndre,1
43,1,0.072467431,-0.122483673,0.287449334,0.36463001,0.249727829,0.077696378,-0.235665648,-0.203781628,0.257359302,0.289403114,-0.133715978,-0.311304219,0.048168501,0.202200342,-0.002436535,-0.112919459,-0.070130017,-0.074411858,0.024477255,0.163672466,0.100309113,Leptodactylidae,Adenomera,AdenomeraAndre,1
44,1,0.196330208,0.03746028,0.374908286,0.385881923,0.286825006,0.06248332,-0.193165343,-0.112965415,0.268757549,0.306097527,-0.067454981,-0.221033423,-0.001744574,0.132673636,0.016812887,-0.087834028,-0.099790123,-0.06313866,-0.042140917,-0.001057942,0.015361855,Leptodactylidae,Adenomera,AdenomeraAndre,1
45,1,0.155125912,-0.051692951,0.323941972,0.32431427,0.24628842,0.053852374,-0.256307216,-0.194291278,0.264188214,0.306212556,-0.139673335,-0.321284643,0.053430688,0.215954138,0.041617941,-0.062584687,-0.03469431,-0.050198305,0.01471504,0.112699715,0.061355648,Leptodactylidae,Adenomera,AdenomeraAndre,1
46,1,0.14246235,-0.034698892,0.368097819,0.298613698,0.270442108,0.035015233,-0.28966289,-0.18484344,0.313898287,0.318724442,-0.110713698,-0.288125496,-0.006480453,0.184048056,0.090393263,-0.055231841,-0.061604685,-0.056798272,-0.019695225,0.05031195,0.074838907,Leptodactylidae,Adenomera,AdenomeraAndre,1
47,1,0.487170778,0.059328188,0.328835991,0.32466661,0.287641532,-0.02622991,-0.168569745,-0.154281336,0.178487782,0.179175462,-0.069134029,-0.168837612,-0.040125289,0.040675429,0.000520003,0.058825746,0.048259405,-0.046201393,-0.021702043,0.028925099,0.025355881,Leptodactylidae,Adenomera,AdenomeraAndre,1
