,tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
0,2.9590600245599705,3.0798852042281095,8.38102539191882,9.78075443222607,3.7630847720631597,-0.782603630987543,-1.25739482958732,-1.7230863114883,0.6504564608872271,0.8595781057523451,0.887444920638513,0.9580339876027371,0.0553474891727752,unstable
1,9.3040972346785,4.90252411201167,3.04754072762177,1.36935735529605,5.06781210427845,-1.9400584270519299,-1.8727416855972099,-1.25501199162931,0.41344056837935,0.8624140763529029,0.5621390505276751,0.7817599106531259,-0.00595746432603695,stable
2,8.97170690932022,8.84842842134833,3.04647874898866,1.21451813833956,3.40515818001095,-1.20745559234302,-1.27721014673295,-0.92049244093498,0.163041039311334,0.766688656526962,0.8394440154005881,0.10985324495242699,0.00347087904838871,unstable
3,0.7164147762951211,7.66959964406565,4.48664083058949,2.3405629839679505,3.9637910632663305,-1.02747330413905,-1.9389441526466,-0.9973736064806809,0.44620890653732104,0.976744082924302,0.9293805228726609,0.36271777426931,0.028870543444887,unstable
4,3.1341115516134197,7.60877161603408,4.94375930178099,9.85757326996638,3.5258108165209596,-1.12553095451115,-1.8459748544756103,-0.554305007534195,0.797109525792467,0.455449947148291,0.656946658473716,0.8209234864816309,0.0498603734837059,unstable
5,6.99920870915215,9.10924671643764,3.7840659093987994,4.26778760341917,4.42966882280625,-1.85713917685067,-0.670396827477973,-1.90213281847761,0.261792854117035,0.0779296721686504,0.542883858522323,0.46993104128302393,-0.0173849069339299,stable
6,6.710166367622651,3.76520418352323,6.929314438670209,8.81856192345691,2.39741922937942,-0.614589561907959,-1.20882589139371,-0.574003776077751,0.17788956108924198,0.39797658011961795,0.40204595212267696,0.376630279179848,0.0059535705684696,unstable
7,6.953511557825179,1.37912500228657,5.7194000302001395,7.87030742603241,3.2244951579032497,-0.7489977512476271,-1.1865169283661998,-1.2889804782894199,0.371384852592056,0.6332035554330679,0.7327408942872541,0.38054447857505896,0.0166342974538163,unstable
8,4.689851927495839,4.00774746209312,1.47857287590383,3.73378749230253,4.04129961368168,-1.41034431234687,-1.23820427574315,-1.3927510255916598,0.269708270661235,0.250364217202032,0.164941118523114,0.482439411001001,-0.0386765836142913,stable
9,9.84149648830214,1.4138215917899901,9.769855548700189,7.64161626330592,4.72759504201898,-1.9913633677871103,-0.857637206946418,-1.8785944672854498,0.376355980566834,0.5444153158100039,0.7920394246406558,0.116262822352385,0.0123834141734175,unstable
10,5.93011011760085,6.73087337437817,6.24513790053774,0.53328751282593,2.32709159288717,-0.702501235021046,-1.11691962966126,-0.507670728204865,0.23981563293820898,0.563109593653352,0.16446102819351402,0.753701355880644,-0.0284114612679547,stable
11,5.38129925652915,8.01452101703768,8.095174157248799,6.76924769920496,5.50755100504513,-1.9727138542054499,-1.8493325797830098,-1.6855045710566698,0.35997402511258797,0.17356881660015602,0.349143850920014,0.628860423786381,0.0281301999792468,unstable
12,1.6167868371141698,2.9392281070342405,0.8197911861547621,4.19180384910867,3.7522819142677,-1.48488454526459,-1.28058145097331,-0.986815918029798,0.8996982493877339,0.8665457963058341,0.303920577803025,0.0776101261113305,-0.0486167008032998,stable
13,8.55159820963844,8.314952223448781,2.54996382964303,9.92680728110744,4.8917137354371905,-1.80862626682759,-1.16706123460778,-1.9160262340018201,0.612403529208615,0.280982857520184,0.354342487890125,0.472192077743488,0.0277556924227216,unstable
14,1.13210759360397,2.92032402330491,8.95107854465566,7.24858347796639,5.03368055334748,-1.8460795421782898,-1.36277740864708,-1.82482360252211,0.35229199074088796,0.5241728822492521,0.599003855980165,0.6743898683196821,0.0148804322017331,unstable
15,7.02136199991397,4.37429363886033,4.77590415834652,8.838425948312759,3.3358574613165497,-0.9623917811869879,-1.4076269527418899,-0.96583872738767,0.7110995082625049,0.625363823866651,0.46833496970202104,0.8951430610058271,0.0725083555585227,unstable
16,4.95224090481821,8.08867235232354,8.88331865624976,5.6945572196255005,5.06729577625163,-1.68141419491175,-1.8770612875965902,-1.50882029374329,0.30566202650887203,0.307903841937671,0.8898938927957221,0.879427907898293,0.06561720437985401,unstable
17,4.1428304011016,2.43908920766944,1.2904559401573799,9.45644318889404,3.9347959177254803,-1.4692986976664701,-1.7669412588730002,-0.698555961186008,0.8007567455144459,0.840807129209329,0.9178334359361009,0.7939818117141328,-0.006965828148611329,stable
18,9.34612594367674,7.92002984757187,2.33527630767662,3.2691813284238602,4.58117391713639,-1.10675268019072,-1.7470776394274599,-1.7273435975182099,0.836076237689777,0.7132535780905129,0.16151785366833402,0.515983284965043,0.0413744064662021,unstable
19,3.9319535918755,9.180889708215801,6.06448032596261,6.292147426138881,5.363996303027281,-1.69508490733105,-1.88027317816616,-1.78863821753007,0.837263668885188,0.6117806353295839,0.21069228436499104,0.6974653291476559,0.0527814508232104,unstable
20,8.67689455715097,5.58332528932482,4.92540189980591,7.356212289672401,2.8282473301209103,-1.39673198846508,-0.9292895575958191,-0.5022257840600101,0.595003445440603,0.983650729391923,0.24557118484325402,0.45415549413451595,0.0624905100491812,unstable
21,7.38317662850136,5.25317348290767,0.9245165716965799,0.7448993810359509,3.97610467765583,-1.42921878649353,-1.4249510782833201,-1.1219348128789801,0.425513660036568,0.5611657185336,0.13962734749396302,0.076750679144545,-0.026877869998716,stable
22,4.5418291414944205,1.9698615747301498,8.51319290713967,7.56203555861037,4.3628346880455,-1.62641373668818,-1.76173122208565,-0.974689729271666,0.40978510106609906,0.121397365936366,0.16588790657785402,0.45798213237628005,-0.0162274498868421,stable
23,5.97318647796828,6.04311848916973,5.996044983666099,1.0769395824321502,3.8282181144816203,-0.9895491425065559,-1.07902571955567,-1.7596432524193897,0.350474935760746,0.128154394470496,0.548860907231716,0.503974237784797,-0.0230131339403443,stable
24,7.25334606801501,7.73351662336675,1.6210908105086699,7.89061038035071,3.56724027388785,-1.37785475734639,-1.44953230230508,-0.7398532142363841,0.936087467029674,0.9277223306533009,0.8242216054051229,0.10047172822607302,0.0478606522166885,unstable
25,6.19248143447653,2.53387729804416,1.66237974259751,5.1639235448489496,3.4623920899328198,-1.35595374186562,-1.4328456414501598,-0.673592706617038,0.16827702581011197,0.40849481838202295,0.328541483094271,0.253585836609703,-0.0361195580798196,stable
26,5.89569345231323,1.09630195942208,1.3117318530027802,8.77786837292996,4.06916962466488,-1.06313921400319,-1.3744267135030002,-1.6316036971586898,0.867790601577518,0.14183885085967302,0.343262439409361,0.711898597795268,0.0200877563682336,unstable
27,0.7270767907193629,6.4255541862818495,6.269093949310711,0.786910858371004,2.9131788668782996,-1.18786613128845,-0.6877345389897349,-1.0375781966001099,0.471442103223066,0.0613288483820634,0.22190502679318697,0.6476167928172409,-0.0463741659831272,stable
28,1.80781872293327,7.020355775121371,6.67692890277124,5.16964822716473,3.6722876429137004,-1.18847058920268,-0.819163766617642,-1.66465328709338,0.127657732817716,0.16012743403312502,0.17172401003389398,0.8384035036146751,-0.00863841232830894,stable
29,9.03414663642432,1.07163499989597,5.4783419879778,9.41252491868344,3.4051394760441602,-1.16325253805559,-1.65395445267319,-0.5879324853153779,0.253608875583038,0.7786704801340041,0.287025561205128,0.221631366997265,-0.0332449176389809,stable
30,4.47789615181807,2.1595815183093996,3.5768968996559196,1.79584584373885,2.95177225214577,-1.5403692214962101,-0.882204831202352,-0.529198199447209,0.7025992460830219,0.39786050292263503,0.7850964909484741,0.643629575397432,0.0331769811662184,unstable
31,3.43254862102449,0.9440683743616329,3.32477130123085,7.73535636691332,4.13462445340227,-1.49594916077453,-1.3986900330711698,-1.2399852595565701,0.40897371816242606,0.392226079445173,0.330908729781676,0.6559990060591079,-0.0229132907351178,stable
32,4.78071330094865,8.453342557460031,2.75518794596618,4.249789291440391,4.11210459945627,-1.15415757612057,-1.1584030416276299,-1.79954398170807,0.0633621937780536,0.9875073049444709,0.791912254627119,0.292634388226655,0.0212336270954038,unstable
33,9.93605035330734,4.40654158307195,6.825482565988691,4.8551365943656,4.14953397785072,-0.9629969820340281,-1.4916451092318601,-1.69489188658483,0.955617589180665,0.787557445555592,0.667851721721907,0.6371856719095179,0.0761082548827678,unstable
34,3.69909557555313,7.880690312292731,8.291244214744179,2.3712378861513197,3.3741802473094302,-0.590451860592165,-1.57917098011974,-1.2045574065975302,0.275612627578159,0.0821056082573009,0.6621425740936271,0.0616653437584313,-0.0140024979430028,stable
